ID,Name,Concepticon_ID,Concepticon_Gloss,Russian_Gloss,Number
1_ground,GROUND,2159,GROUND,ЗЕМЛЯ (ПОВЕРХНОСТЬ),1
2_earth,EARTH,1228,EARTH,ЗЕМЛЯ (ПОЧВА),2
3_dust,DUST,2,DUST,ПЫЛЬ,3
4_mud,MUD,640,MUD,ГРЯЗЬ,4
5_sand,SAND,671,SAND,ПЕСОК,5
6_mountain,MOUNTAIN,639,MOUNTAIN,ГОРА,6
7_hill,HILL,614,HILL,ХОЛМ,7
8_sunnyslope,SUNNY SLOPE,,SUNNY SLOPE,СОЛНЕЧНЫЙ СКЛОН ГОРЫ,8
9_shadyslope,SHADY SLOPE,,SHADY SLOPE,ТЕНЕВОЙ СКЛОН ГОРЫ,9
10_cliff,CLIFF,992,CLIFF,СКАЛА,10
11_lowland,LOWLAND,652,LOWLAND,РАВНИНА,11
12_valley,VALLEY,921,VALLEY,ДОЛИНА,12
13_cave,CAVE,1155,CAVE,ПЕЩЕРА,13
14_water,WATER,948,WATER,ВОДА,14
15_sea,SEA,1474,SEA,МОРЕ,15
16_foam,FOAM,1768,FOAM,ПЕНА,16
17_lake,LAKE,624,LAKE,ОЗЕРО,17
18_river,RIVER,666,RIVER,РЕКА,18
19_creek,CREEK,947,CREEK,РУЧЕЙ,19
20_spring,SPRING,849,SPRING,РОДНИК,20
21_swamp,SWAMP,1145,SWAMP,БОЛОТО,21
22_forest,FOREST,420,FOREST,ЛЕС,22
23_stone,STONE,2125,STONE,КАМЕНЬ,23
24_pebble,PEBBLE,961,PEBBLE,КАМЕШЕК,24
25_gravel,GRAVEL,3028,GRAVEL,ГРАВИЙ,25
26_sky,SKY,1732,SKY,НЕБО,26
27_sun,SUN,1343,SUN,СОЛНЦЕ,27
28_moon,MOON,1313,MOON,ЛУНА,28
29_star,STAR,1430,STAR,ЗВЕЗДА,29
30_lightning,LIGHTNING,1654,LIGHTNING,МОЛНИЯ,30
31_thunder,THUNDER,1150,THUNDER,ГРОМ,31
32_rainbow,RAINBOW,1733,RAINBOW,РАДУГА,32
33_light,LIGHT,630,LIGHT,СВЕТ,33
34_shadow,SHADOW,2275,SHADOW,ТЕНЬ,34
35_dew,DEW,1977,DEW,РОСА,35
36_wind,WIND,960,WIND,ВЕТЕР,36
37_cloud,CLOUD,1489,CLOUD,ОБЛАКО,37
38_fog,FOG,249,FOG,ТУМАН,38
39_rain,RAIN,658,RAIN,ДОЖДЬ,39
40_snow,SNOW,784,SNOW,СНЕГ,40
41_hail,HAIL,609,HAIL,ГРАД,41
42_rainv,RAIN (V),1253,RAIN (V),ИДТИ (О ДОЖДЕ),42
43_ice,ICE,617,ICE,ЛЁД,43
44_frost,FROST,2942,FROST,ИНЕЙ,44
45_freeze,FREEZE,,FREEZE,МЁРЗНУТЬ,45
46_meltintr,MELT (INTR),2334,MELT (INTR),ТАЯТЬ,46
47_melttr,MELT (TR),,MELT (TR),РАСТАПЛИВАТЬ,47
48_fire,FIRE,221,FIRE,ОГОНЬ,48
49_smoke,SMOKE,778,SMOKE,ДЫМ,49
50_ash,ASH,646,ASH,ЗОЛА,50
51_burnintr,BURN (INTR),1428,BURN (INTR),ГОРЕТЬ,51
52_burntr,BURN (TR),141,BURN (TR),ЖЕЧЬ,52
53_startburning,START BURNING,,START BURNING,ЗАГОРАТЬСЯ,53
54_ignite,IGNITE,737,IGNITE,ЗАЖИГАТЬ,54
55_becomeextinguished,BECOME EXTINGUISHED,2209,BECOME EXTINGUISHED,ГАСНУТЬ,55
56_extinguish,EXTINGUISH,127,EXTINGUISH,ТУШИТЬ,56
57_becomecold,BECOME COLD,3068,BECOME COLD,ОСТЫВАТЬ,57
58_firewood,FIREWOOD,10,FIREWOOD,ДРОВА,58
59_charcoal,CHARCOAL,1188,CHARCOAL,УГОЛЬ,59
60_charcoalpiece,CHARCOAL PIECE,,CHARCOAL PIECE,УГОЛЁК,60
61_embers,EMBERS,67,EMBERS,ГОРЯЩИЙ УГОЛЬ,61
62_dungfuel,DUNG FUEL,,DUNG FUEL,КИЗЯК,62
63_person,PERSON,683,PERSON,ЧЕЛОВЕК,63
64_man,MAN,1554,MAN,МУЖЧИНА,64
65_woman,WOMAN,962,WOMAN,ЖЕНЩИНА,65
66_maleanimal,MALE ANIMAL,2263,MALE ANIMAL,САМЕЦ,66
67_femaleanimal,FEMALE ANIMAL,2262,FEMALE ANIMAL,САМКА,67
68_boy,BOY,1366,BOY,МАЛЬЧИК,68
69_girl,GIRL,1646,GIRL,ДЕВОЧКА,69
70_child,CHILD,1801,CHILD,РЕБЁНОК,70
71_infant,INFANT,1289,INFANT,МЛАДЕНЕЦ,71
72_husband,HUSBAND,1200,HUSBAND,МУЖ,72
73_wife,WIFE,1199,WIFE,ЖЕНА,73
74_bride,BRIDE,1266,BRIDE,НЕВЕСТА,74
75_bridegroom,BRIDEGROOM,,BRIDEGROOM,ЖЕНИХ,75
76_marryasman,MARRY (AS MAN),2164,MARRY (AS MAN),ЖЕНИТЬСЯ,76
77_marryasman,MARRY (AS MAN),2163,MARRY (AS MAN),ВЫЙТИ.ЗАМУЖ,77
78_wedding,WEDDING,1259,WEDDING,СВАДЬБА,78
79_father,FATHER,1217,FATHER,ОТЕЦ,79
80_mother,MOTHER,1216,MOTHER,МАТЬ,80
81_son,SON,1620,SON,СЫН,81
82_daughter,DAUGHTER,1357,DAUGHTER,ДОЧЬ,82
83_brother,BROTHER,1262,BROTHER,БРАТ,83
84_sister,SISTER,1263,SISTER,СЕСТРА,84
85_twins,TWINS,1005,TWINS,БЛИЗНЕЦЫ,85
86_grandfatherfatheroffather,GRANDFATHER (FATHER OF FATHER),1383,GRANDFATHER (FATHER OF FATHER),ДЕДУШКА (ОТЕЦ ОТЦА),86
87_grandfatherfatherofmother,GRANDFATHER (FATHER OF MOTHER),1383,GRANDFATHER (FATHER OF MOTHER),ДЕДУШКА (ОТЕЦ МАТЕРИ),87
88_grandmothermotheroffather,GRANDMOTHER (MOTHER OF FATHER),1496,GRANDMOTHER (MOTHER OF FATHER),БАБУШКА (МАТЬ ОТЦА),88
89_grandmothermotherofmother,GRANDMOTHER (MOTHER OF MOTHER),1496,GRANDMOTHER (MOTHER OF MOTHER),БАБУШКА (МАТЬ МАТЕРИ),89
90_grandsonsonofson,GRANDSON (SON OF SON),1618,GRANDSON (SON OF SON),ВНУК (СЫН СЫНА),90
91_grandsonsonofdaughter,GRANDSON (SON OF DAUGHTER),1618,GRANDSON (SON OF DAUGHTER),ВНУК (СЫН ДОЧЕРИ),91
92_granddaughterdaughterofson,GRANDDAUGHTER (DAUGHTER OF SON),1619,GRANDDAUGHTER (DAUGHTER OF SON),ВНУЧКА (ДОЧЬ СЫНА),92
93_granddaughterdaughterofdaughter,GRANDDAUGHTER (DAUGHTER OF DAUGHTER),1619,GRANDDAUGHTER (DAUGHTER OF DAUGHTER),ВНУЧКА (ДОЧЬ ДОЧЕРИ),93
94_unclebrotheroffather,UNCLE (BROTHER OF FATHER),1327,UNCLE (BROTHER OF FATHER),ДЯДЯ (БРАТ ОТЦА),94
95_unclebrotherofmother,UNCLE (BROTHER OF MOTHER),1327,UNCLE (BROTHER OF MOTHER),ДЯДЯ (БРАТ МАТЕРИ),95
96_auntsisteroffather,AUNT (SISTER OF FATHER),1272,AUNT (SISTER OF FATHER),ТЁТЯ (СЕСТРА ОТЦА),96
97_auntsisterofmother,AUNT (SISTER OF MOTHER),1272,AUNT (SISTER OF MOTHER),ТЁТЯ (СЕСТРА МАТЕРИ),97
98_nephewsonofbrother,NEPHEW (SON OF BROTHER),1063,NEPHEW (SON OF BROTHER),ПЛЕМЯННИК (СЫН БРАТА),98
99_nephewsonofsister,NEPHEW (SON OF SISTER),1063,NEPHEW (SON OF SISTER),ПЛЕМЯННИК (СЫН СЕСТРЫ),99
100_niecedaughterofbrother,NIECE (DAUGHTER OF BROTHER),1642,NIECE (DAUGHTER OF BROTHER),ПЛЕМЯННИЦА (ДОЧЬ БРАТА),100
101_niecedaughterofsister,NIECE (DAUGHTER OF SISTER),1642,NIECE (DAUGHTER OF SISTER),ПЛЕМЯННИЦА (ДОЧЬ СЕСТРЫ),101
102_cousinmale,COUSIN (MALE),,COUSIN (MALE),ДВОЮРОДНЫЙ БРАТ,102
103_cousinfemale,COUSIN (FEMALE),,COUSIN (FEMALE),ДВОЮРОДНАЯ СЕСТРА,103
104_fatherinlawfatherofwife,FATHER-IN-LAW (FATHER OF WIFE),1055,FATHER-IN-LAW (FATHER OF WIFE),ТЕСТЬ,104
105_fatherinlawfatherofhusband,FATHER-IN-LAW (FATHER OF HUSBAND),1055,FATHER-IN-LAW (FATHER OF HUSBAND),СВЁКОР,105
106_motherinlawmotherofwife,MOTHER-IN-LAW (MOTHER OF WIFE),1050,MOTHER-IN-LAW (MOTHER OF WIFE),ТЁЩА,106
107_motherinlawmotherofhusband,MOTHER-IN-LAW (MOTHER OF HUSBAND),1050,MOTHER-IN-LAW (MOTHER OF HUSBAND),СВЕКРОВЬ,107
108_soninlaw,SON-IN-LAW,1056,SON-IN-LAW,ЗЯТЬ,108
109_daughterinlawofaman,DAUGHTER-IN-LAW (OF A MAN),1057,DAUGHTER-IN-LAW (OF A MAN),СНОХА,109
110_daughterinlawofawoman,DAUGHTER-IN-LAW (OF A WOMAN),1057,DAUGHTER-IN-LAW (OF A WOMAN),НЕВЕСТКА,110
111_stepfather,STEPFATHER,237,STEPFATHER,ОТЧИМ,111
112_stepmother,STEPMOTHER,236,STEPMOTHER,МАЧЕХА,112
113_stepson,STEPSON,1059,STEPSON,ПАСЫНОК,113
114_stepdaughter,STEPDAUGHTER,1058,STEPDAUGHTER,ПАДЧЕРИЦА,114
115_orphan,ORPHAN,1149,ORPHAN,СИРОТА,115
116_widow,WIDOW,1756,WIDOW,ВДОВА,116
117_widower,WIDOWER,1981,WIDOWER,ВДОВЕЦ,117
118_family,FAMILY,194,FAMILY,СЕМЬЯ,118
119_clan,CLAN,302,CLAN,РОД,119
122_this,THIS,1214,THIS,ЭТОТ,122
123_thatmedial,THAT (MEDIAL),78,THAT (MEDIAL),ТОТ (ОКОЛО СЛУШАЮЩЕГО),123
124_thatdistalhorizontal,"THAT (DISTAL, HORIZONTAL)",78,"THAT (DISTAL, HORIZONTAL)","ТОТ (ВДАЛИ, ПО ГОРИЗОНТАЛИ)",124
129_wildanimal,WILD ANIMAL,958,WILD ANIMAL,ЗВЕРЬ,129
130_cub,CUB,1801,CUB,ДЕТЕНЫШ,130
131_livestock,LIVESTOCK,631,LIVESTOCK,СКОТ (ДОМАШНИЙ),131
132_pasturesummer,PASTURE (SUMMER),649,PASTURE (SUMMER),ПАСТБИЩЕ (ЛЕТНЕЕ),132
133_herdsmanofcows,HERDSMAN (OF COWS),263,HERDSMAN (OF COWS),ПАСТУХ (КОРОВ),133
134_shepherd,SHEPHERD,263,SHEPHERD,ЧАБАН,134
135_cattleshed,CATTLE SHED,,CATTLE SHED,ХЛЕВ,135
136_sheepshed,SHEEP SHED,,SHEEP SHED,ОВЧАРНЯ,136
137_sheepmilkingshed,SHEEP MILKING SHED,,SHEEP MILKING SHED,ЗАГОН ДЛЯ ДОЙКИ ОВЕЦ,137
138_hayloft,HAYLOFT,,HAYLOFT,СЕНОВАЛ,138
