"lex.id","colex.id","lc.id","concepticon.id","concept.ru","concept.en","subentry","aux","opt","excl","orthographic","phonemic","gloss","ipa","def.ru","def.en","cx1","cx1.ru","cx1.en","cx2","cx2.ru","cx2.en","cx3","cx3.ru","cx3.en","gender","notes","todo","lang"
"253",,"253",,"ШЕРСТЬ КОЗЬЯ","WOOL OF GOATS",,,,,"цӀенилӀи михи",,,,,,,,,,,,,,,,,,"zilo"
"2012",,"253",,"ШЕРСТЬ КОЗЬЯ","WOOL OF GOATS",,,,,"пух",,,,,,,,,,,,,,,,,"<strong>which is primary?</strong>","zilo"
"254",,"254",,"ВОЛОСЫ","HAIR (MASS)",,,,,"лъин",,,,,,,,,,,,,,,,,,"zilo"
"255","254","255",,"ВОЛОС","HAIR (SINGLE)","sg",,,,"лъин",,,,,,,,,,,,,,,,,,"zilo"
"255",,"255",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"257",,"257",,"БОРОДА","BEARD","sg",,,,"мигажу",,,,,,,,,,,,,,,,,,"zilo"
"257",,"257",,,,"pl","aux",,,"мигажобил",,,,,,,,,,,,,,,,,,"zilo"
"258",,"258",,"УСЫ","MOUSTACHE","sg",,,,"михъол",,,,,,,,,,,,,,,,,,"zilo"
"258",,"258",,,,"pl","aux",,,"михъи",,,,,,,,,,,,,,,,,,"zilo"
"259",,"259",,"ПТИЧИЙ ГРЕБЕНЬ","COMB (OF BIRDS)","sg",,,,"къаму",,,,,,,,,,,,,,,,,,"zilo"
"259",,"259",,,,"pl","aux",,,"къамодул",,,,,,,,,,,,,,,,,,"zilo"
"260",,"260",,"ГРИВА ЛОШАДИ","MANE","sg",,,,"ял",,,,,,,,,,,,,,,,,,"zilo"
"260",,"260",,,,"pl","aux",,,"ялил",,,,,,,,,,,,,,,,,,"zilo"
"261",,"261",,"ПЕРХОТЬ","DANDRUFF",,,,,"къара",,,,,,,,,,,,,,,,,,"zilo"
"262",,"262",,"КРОВЬ","BLOOD",,,,,"гьин",,,,,,,,,,,,,,,,,,"zilo"
"263",,"263",,"КРОВЕНОСНЫЙ СОСУД","VEIN, ARTERY","sg",,,,"гьинлӀи щекӀи",,,,,,,,,,,,,,,,,,"zilo"
"263",,"263",,,,"pl","aux",,,"гьинлӀол щекӀил",,,,,,,,,,,,,,,,,,"zilo"
"264",,"264",,"СУХОЖИЛИЕ","SINEW","sg",,,,"шубур",,,,,,,,,,,,,,,,,,"zilo"
"264",,"264",,,,"pl","aux",,,"шубурдул",,,,,,,,,,,,,,,,,,"zilo"
"265",,"265",,"СУСТАВ","JOINT","sg",,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"265",,"265",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"266",,"266",,"ХРЯЩ","CARTILAGE","sg",,,,"цӀецӀи",,,,,,,,,,,,,,,,,,"zilo"
"266",,"266",,,,"pl","aux",,,"цӀецӀил",,,,,,,,,,,,,,,,,,"zilo"
"267",,"267",,"ЖЕЛЧЬ","GALL",,,,,"сим",,,,,,,,,,,,,,,,,,"zilo"
"268",,"268",,"МОЧА","URINE",,,,,"гьинкӀкӀур",,,,,,,,,,,,,,,,,,"zilo"
"269",,"269",,"КАЛ","FAECES",,,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"270",,"270",,"КАЛ ЖИДКИЙ","LIQUID STOOL",,,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"271",,"271",,"ПОМЁТ КОРОВЫ","DUNG (OF COW)",,,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"272",,"272",,"КОСТЬ","BONE","sg",,,,"рокьи",,,,,,,,,,,,,,,,,,"zilo"
"272",,"272",,,,"pl","aux",,,"рокьол",,,,,,,,,,,,,,,,,,"zilo"
"273",,"273",,"РЕБРО","RIB","sg",,,,"исибулӀи рокьи",,,,,,,,,,,,,,,,,,"zilo"
"273",,"273",,,,"pl","aux",,,"исибалӀол рокьол",,,,,,,,,,,,,,,,,,"zilo"
"274",,"274",,"РОГ","HORN","sg",,,,"ъвен",,,,,,,,,,,,,,,,,,"zilo"
"274",,"274",,,,"pl","aux",,,"ъвенибол",,,,,,,,,,,,,,,,,,"zilo"
"275",,"275",,"ХВОСТ","TAIL","sg",,,,"могъорчӀу",,,,,,,,,,,,,,,,,,"zilo"
"275",,"275",,,,"pl","aux",,,"могъорчӀобил",,,,,,,,,,,,,,,,,,"zilo"
"276",,"276",,"КУРДЮК","TAIL FAT",,,,,"бехумугъул",,,,,,,,,,,,,,,,,,"zilo"
"277",,"277",,"СПИНА","BACK (ANATOMICAL)","sg",,,,"мигъул",,,,,,,,,,,,,,,,,,"zilo"
"277",,"277",,,,"pl","aux",,,"мигъулол",,,,,,,,,,,,,,,,,,"zilo"
"278",,"278",,"ПОЗВОНОЧНИК","SPINE","sg",,,,"митӀуллӀулӀи рокьи",,,,,,,,,,,,,,,,,,"zilo"
"278",,"278",,,,"pl","aux",,,"митӀуллӀулӀол рокьол",,,,,,,,,,,,,,,,,,"zilo"
"279",,"279",,"ГОЛОВА","HEAD","sg",,,,"мияр",,,,,,,,,,,,,,,,,,"zilo"
"279",,"279",,,,"pl","aux",,,"миярдул",,,,,,,,,,,,,,,,,,"zilo"
"280",,"280",,"ВИСОК","TEMPLE (SIDE OF HEAD)","sg",,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"280",,"280",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"281",,"281",,"ЧЕРЕП","SKULL","sg",,,,"миярулӀи рокьи",,,,,,,,,,,,,,,,,,"zilo"
"281",,"281",,,,"pl","aux",,,"миярулӀол рокьол",,,,,,,,,,,,,,,,,,"zilo"
"282",,"282",,"МОЗГ ГОЛОВНОЙ","BRAIN",,,,,"миярулӀи гьонну",,,,,,,,,,,,,,,,,"<strong>count as colexified or not?</strong>","zilo"
"283",,"283",,"МОЗГ КОСТНЫЙ","MARROW",,,,,"рокьилӀи гьонну",,,,,,,,,,,,,,,,,,"zilo"
"284",,"284",,"ЛИЦО","FACE","sg",,,,"рижи",,,,,,,,,,,,,,,,,,"zilo"
"284",,"284",,,,"pl","aux",,,"рижил",,,,,,,,,,,,,,,,,,"zilo"
"285",,"285",,"ЛОБ","FOREHEAD","sg",,,,"гьонно",,,,,,,,,,,,,,,,,,"zilo"
"285",,"285",,,,"pl","aux",,,"гьоннодул",,,,,,,,,,,,,,,,,,"zilo"
"286",,"286",,"ЧЕЛЮСТЬ","JAW","sg",,,,"жуналлӀи рокьи",,,,,,,,,,,,,,,,,,"zilo"
"286",,"286",,,,"pl","aux",,,"жуналлӀол рокьол",,,,,,,,,,,,,,,,,,"zilo"
"287",,"287",,"ЩЕКА","CHEEK","sg",,,,"гверзу",,,,,,,,,,,,,,,,,,"zilo"
"287",,"287",,,,"pl","aux",,,"гверзобил",,,,,,,,,,,,,,,,,,"zilo"
"288",,"288",,"ГЛАЗ","EYE","sg",,,,"гьаркӀу",,,,,,,,,,,,,,,,,,"zilo"
"288",,"288",,,,"pl","aux",,,"гьаркӀобил",,,,,,,,,,,,,,,,,,"zilo"
"289",,"289",,"БРОВЬ","EYEBROW","sg",,,,"энсиб",,,,,,,,,,,,,,,,,,"zilo"
"289",,"289",,,,"pl","aux",,,"энсибол",,,,,,,,,,,,,,,,,,"zilo"
"290",,"290",,"РЕСНИЦА","EYELASH","sg",,,,"нидоб",,,,,,,,,,,,,,,,,,"zilo"
"290",,"290",,,,"pl","aux",,,"нидобил",,,,,,,,,,,,,,,,,,"zilo"
"291",,"291",,"УХО","EAR","sg",,,,"гьантӀикӀа",,,,,,,,,,,,,,,,,,"zilo"
"291",,"291",,,,"pl","aux",,,"гьантӀикӀобил",,,,,,,,,,,,,,,,,,"zilo"
"292",,"292",,"УШНАЯ СЕРА","EARWAX",,,,,"щир",,,,,,,,,,,,,,,,,,"zilo"
"293",,"293",,"НОС","NOSE","sg",,,,"магьар",,,,,,,,,,,,,,,,,,"zilo"
"293",,"293",,,,"pl","aux",,,"магьардул",,,,,,,,,,,,,,,,,,"zilo"
"294",,"294",,"СОПЛИ","SNIVEL",,,,,"ххенти",,,,,,,,,,,,,,,,,,"zilo"
"295",,"295",,"КОЗЯВКА","SHRIMP (IN NOSE)","sg",,,,"энъи",,,,,,,,,,,,,,,,,,"zilo"
"295",,"295",,,,"pl","aux",,,"энъил",,,,,,,,,,,,,,,,,,"zilo"
"296",,"296",,"РОТ (ВНЕШНИЙ)","MOUTH (EXTERNAL)","sg",,,,"кӀол",,,,,,,,,,,,,,,,,,"zilo"
"296",,"296",,,,"pl","aux",,,"кӀолибол",,,,,,,,,,,,,,,,,,"zilo"
"297","296","297",,"РОТ (ВНУТРЕННИЙ)","MOUTH (INTERNAL, ORAL CAVITY)","abs",,,,"кӀол",,,,,,,,,,,,,,,,,,"zilo"
"297",,"297",,,,"pl","aux",,,"кӀолибол",,,,,,,,,,,,,,,,,,"zilo"
"297",,"297",,,,"loc.ess","aux",,,"кӀолла",,,,,,,,,,,,,,,,,,"zilo"
"298","296","298",,"КЛЮВ","BEAK","sg",,,,"кӀол",,,,,,,,,,,,,,,,,,"zilo"
"298",,"298",,,,,"aux",,,"кӀолибол",,,,,,,,,,,,,,,,,,"zilo"
"299",,"299",,"ГУБА","LIP","sg",,,,"сункӀа",,,,,,,,,,,,,,,,,,"zilo"
"299",,"299",,,,"pl","aux",,,"сункӀобил",,,,,,,,,,,,,,,,,,"zilo"
"300",,"300",,"ЯЗЫК (ОРГАН)","TONGUE","sg",,,,"мицци",,,,,,,,,,,,,,,,,,"zilo"
"300",,"300",,,,"pl","aux",,,"миццил",,,,,,,,,,,,,,,,,,"zilo"
"301",,"301",,"ЗУБ","TOOTH","sg",,,,"сол",,,,,,,,,,,,,,,,,,"zilo"
"301",,"301",,,,"pl","aux",,,"солибол",,,,,,,,,,,,,,,,,,"zilo"
"302",,"302",,"КЛЫК (СОБАКИ)","FANG (OF DOG)","sg",,,,"гожо",,,,,,,,,,,,,,,,,,"zilo"
"302",,"302",,,,"pl","aux",,,"гожол",,,,,,,,,,,,,,,,,,"zilo"
"303","302","303",,"КОРЕННОЙ ЗУБ (МОЛЯР)","MOLARTOOTH","sg",,,,"гожо",,,,,,,,,,,,,,,,,,"zilo"
"303",,"303",,,,"pl","aux",,,"гожол",,,,,,,,,,,,,,,,,,"zilo"
"304",,"304",,"ДЁСНЫ","GUMS",,,,,"чӀамчӀаллӀи",,,,,,,,,,,,,,,,,,"zilo"
"305",,"305",,"ШЕЯ","NECK","sg",,,,"гару",,,,,,,,,,,,,,,,,,"zilo"
"305",,"305",,,,"pl","aux",,,"гардобил",,,,,,,,,,,,,,,,,,"zilo"
"306",,"306",,"КАДЫК","ADAM’S APPLE","sg",,,,"аркъум",,,,,,,,,,,,,,,,,,"zilo"
"306",,"306",,,,"pl","aux",,,"аркъумол",,,,,,,,,,,,,,,,,,"zilo"
"307",,"307",,"ПОДБОРОДОК","CHIN","sg",,,,"жуналлӀи",,,,,,,,,,,,,,,,,,"zilo"
"307",,"307",,,,"pl","aux",,,"жуналлӀол",,,,,,,,,,,,,,,,,,"zilo"
"308",,"308",,"ЗАТЫЛОК","BACK OF HEAD","sg",,,,,,,,,,,,,,,,,,,,,,"zilo"
"308",,"308",,,,"pl","aux",,,,,,,,,,,,,,,,,,,,,"zilo"
"309",,"309",,"ГОРЛО","THROAT","sg",,,,"къванкъва",,,,,,,,,,,,,,,,,,"zilo"
"309",,"309",,,,"pl","aux",,,"къванкъибол",,,,,,,,,,,,,,,,,,"zilo"
"310",,"310",,"ПЛЕЧО","SHOULDER","sg",,,,"бехун",,,,,,,,,,,,,,,,,,"zilo"
"310",,"310",,,,"pl","aux",,,"бехумол",,,,,,,,,,,,,,,,,,"zilo"
"311",,"311",,"РУКА","ARM","sg",,,,"реъа",,,,,,,,,,,,,,,,,,"zilo"
"311",,"311",,,,"pl","aux",,,"реъобил",,,,,,,,,,,,,,,,,,"zilo"
"312","311","312",,"КИСТЬ РУКИ","HAND","sg",,,,"реъа",,,,,,,,,,,,,,,,,"<strong>empty in original list but probably colexified with hand</strong>","zilo"
"312",,"312",,,,"pl","aux",,,"реъобил",,,,,,,,,,,,,,,,,,"zilo"
"313",,"313",,"ГОРСТЬ (ОДНОЙ РУКИ)","HANDFUL (ONE HAND)","sg",,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"313",,"313",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"314",,"314",,"ГОРСТЬ (ДВУХ РУК)","HANDFUL (TWO HANDS)","sg",,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"314",,"314",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"315",,"315",,"ЛАПА","PAW","sg",,,,"реъа",,,,,,,,,,,,,,,,,,"zilo"
"315",,"315",,,,"pl","aux",,,"реъобил",,,,,,,,,,,,,,,,,,"zilo"
"316",,"316",,"КУЛАК","FIST","sg",,,,"за",,,,,,,,,,,,,,,,,,"zilo"
"316",,"316",,,,"pl","aux",,,"задобил",,,,,,,,,,,,,,,,,,"zilo"
"317",,"317",,"ПОДМЫШКА","ARMPIT","sg",,,,"гъвакьу",,,,,,,,,,,,,,,,"Locative noun","<strong>abs = loc? no pl?</strong>","zilo"
"317",,"317",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"317",,"317",,,,"loc.ess","aux",,,"гъвакьу",,,,,,,,,,,,,,,,,,"zilo"
"318",,"318",,"ЛОКОТЬ","ELBOW","sg",,,,"ц1икон",,,,,,,,,,,,,,,,,,"zilo"
"318",,"318",,,,"pl","aux",,,"ц1икомил",,,,,,,,,,,,,,,,,,"zilo"
"319",,"319",,"ЛАДОНЬ","PALM OF HAND","sg",,,,"хъота",,,,,,,,,,,,,,,,,,"zilo"
"319",,"319",,,,"pl","aux",,,"хъотобил",,,,,,,,,,,,,,,,,,"zilo"
"320",,"320",,"ПАЛЕЦ","FINGER","sg",,,,"ц1ик1а",,,,,,,,,,,,,,,,,,"zilo"
"320",,"320",,,,"pl","aux",,,"ц1ик1обил",,,,,,,,,,,,,,,,,,"zilo"
"321",,"321",,"НОГОТЬ","FINGERNAIL","sg",,,,"мулъа",,,,,,,,,,,,,,,,,,"zilo"
"321",,"321",,,,"pl","aux",,,"мулъалол",,,,,,,,,,,,,,,,,,"zilo"
"322","321","322",,"КОГОТЬ","CLAW","sg",,,,"мулъа",,,,,,,,,,,,,,,,,,"zilo"
"322",,"322",,,,"pl","aux",,,"мулъалол",,,,,,,,,,,,,,,,,,"zilo"
"323",,"323",,"НОГА (ВЫШЕ СТУПНИ)","LEG","sg",,,,"чу2нк1а",,,,,,,,,,,,,,,,,,"zilo"
"323",,"323",,,,"pl","aux",,,"чу2нк1обил",,,,,,,,,,,,,,,,,,"zilo"
"324",,"324",,"НОГА (СТУПНЯ)","FOOT","sg",,,,"кьеркьил",,,,"нога между пяткой и пальцами","foot between heel and fingers",,,,,,,,,,,,,"zilo"
"324",,"324",,,,"pl","aux",,,"кьеркьилол",,,,,,,,,,,,,,,,,,"zilo"
"325",,"325",,"БЕДРО","THIGH","sg",,,,"ахъу",,,,,,,,,,,,,,,,,,"zilo"
"325",,"325",,,,"pl","aux",,,"ахъобил",,,,,,,,,,,,,,,,,,"zilo"
"326",,"326",,"ГОЛЕНЬ","SHIN","sg",,,,"гьадукьонно",,,,,,,,,,,,,,,,,,"zilo"
"326",,"326",,,,"pl","aux",,,"гьадукьоннол",,,,,,,,,,,,,,,,,,"zilo"
"327",,"327",,"КОЛЕНО","KNEE","sg",,,,"хинк1ил",,,,,,,,,,,,,,,,,,"zilo"
"327",,"327",,,,"pl","aux",,,"хинк1илол",,,,,,,,,,,,,,,,,,"zilo"
"328",,"328",,"ПЯТКА","HEEL","sg",,,,"мижа",,,,,,,,,,,,,,,,,,"zilo"
"328",,"328",,,,"pl","aux",,,"мижалол",,,,,,,,,,,,,,,,,,"zilo"
"329",,"329",,"СЛЕД (НОГИ)","FOOTPRINT","sg",,,,"лъол",,,,,,,,,,,,,,,,,,"zilo"
"329",,"329",,,,"pl","aux",,,"лъолибол",,,,,,,,,,,,,,,,,,"zilo"
"330",,"330",,"ПАЛЕЦ НОГИ","TOE","sg",,,,"ц1ик1а",,,,,,,,,,,,,,,,,,"zilo"
"330",,"330",,,,"pl","aux",,,"ц1икобил",,,,,,,,,,,,,,,,,,"zilo"
"331",,"331",,"КОПЫТО","HOOF","sg",,,,"мулъа",,,,,,,,,,,,,,,,,,"zilo"
"331",,"331",,,,"pl","aux",,,"мулъалол",,,,,,,,,,,,,,,,,,"zilo"
"332",,"332",,"КРЫЛО","WING","sg",,,,"лъиру",,,,,,,,,,,,,,,,,,"zilo"
"332",,"332",,,,"pl","aux",,,"лъирдобил",,,,,,,,,,,,,,,,,,"zilo"
"333",,"333",,"ПЕРО","FEATHER","sg",,,,"лъиру",,,,,,,,,,,,,,,,,,"zilo"
"333",,"333",,,,"pl","aux",,,"лъирдобил",,,,,,,,,,,,,,,,,,"zilo"
"334",,"334",,"ГРУДЬ","CHEST","sg",,,,"абур",,,,,,,,,,,,,,,,,,"zilo"
"334",,"334",,,,"pl","aux",,,"абурдул",,,,,,,,,,,,,,,,,,"zilo"
"335",,"335",,"ГРУДЬ ЖЕНСКАЯ","BREAST","sg",,,,"кока",,,,,,,,,,,,,,,,,,"zilo"
"335",,"335",,,,"pl","aux",,,"кокобил",,,,,,,,,,,,,,,,,,"zilo"
"336",,"336",,"СОСОК","NIPPLE","sg",,,,"кока",,,,,,,,,,,,,,,,,,"zilo"
"336",,"336",,,,"pl","aux",,,"кокобил",,,,,,,,,,,,,,,,,,"zilo"
"337",,"337",,"ВЫМЯ","UDDER","sg",,,,"гъа",,,,,,,,,,,,,,,,,,"zilo"
"337",,"337",,,,"pl","aux",,,"гъадобил",,,,,,,,,,,,,,,,,,"zilo"
"338",,"338",,"ПУПОК","NAVEL","sg",,,,"ц1унно",,,,,,,,,,,,,,,,,,"zilo"
"338",,"338",,,,"pl","aux",,,"ц1уннобил",,,,,,,,,,,,,,,,,,"zilo"
"339",,"339",,"СЕРДЦЕ","HEART","sg",,,,"рок1о",,,,,,,,,,,,,,,,,,"zilo"
"339",,"339",,,,"pl","aux",,,"рок1ол",,,,,,,,,,,,,,,,,,"zilo"
"340",,"340",,"ЛЕГКОЕ","LUNG","sg",,,,"гьунсир",,,,,,,,,,,,,,,,,,"zilo"
"340",,"340",,,,"pl","aux",,,"гьунсирдул",,,,,,,,,,,,,,,,,,"zilo"
"341",,"341",,"ПЕЧЕНЬ","LIVER","sg",,,,"реъил1и",,,,,,,,,,,,,,,,,,"zilo"
"341",,"341",,,,"pl","aux",,,"реъил1ол",,,,,,,,,,,,,,,,,,"zilo"
"342",,"342",,"ПОЧКА","KIDNEY","sg",,,,"к1к1уну",,,,,,,,,,,,,,,,,,"zilo"
"342",,"342",,,,"pl","aux",,,"к1к1унибол",,,,,,,,,,,,,,,,,,"zilo"
"343",,"343",,"СЕЛЕЗЕНКА","SPLEEN","sg",,,,"сим",,,,,,,,,,,,,,,,,,"zilo"
"343",,"343",,,,"pl","aux",,,"симол",,,,,,,,,,,,,,,,,,"zilo"
"344",,"344",,"ЖЕЛУДОК","STOMACH","sg",,,,"ихоб",,,,,,,,,,,,,,,,,,"zilo"
"344",,"344",,,,"pl","aux",,,"ихобил",,,,,,,,,,,,,,,,,,"zilo"
"345",,"345",,"ЖИВОТ","BELLY","sg",,,,"река",,,,,,,,,,,,,,,,,,"zilo"
"345",,"345",,,,"pl","aux",,,"рекобил",,,,,,,,,,,,,,,,,,"zilo"
"346",,"346",,"КИШКИ","INTESTINES, GUTS",,,,,"родилол",,,,,,,,,,,,,,,,,,"zilo"
"348",,"348",,"ЖИР (ЧАСТЬ ЖИВОТНОГО)","FAT OF ANIMALS",,,,,"соси",,,,,,,,,,,,,,,,,,"zilo"
"349",,"349",,"ЖИРНЫЙ","FAT (ADJ)",,,,,"чора",,,,,,,,,,,,,,,,,,"zilo"
"350",,"350",,"ЯГОДИЦЫ","BUTTOCKS","sg",,,,"бехиркъил",,,,,,,,,,,,,,,,,,"zilo"
"350",,"350",,,,"pl","aux",,,"бехиркъилол",,,,,,,,,,,,,,,,,,"zilo"
"351",,"351",,"МАТКА","WOMB","sg",,,,"гьакъу",,,,,,,,,,,,,,,,,,"zilo"
"351",,"351",,,,"pl","aux",,,"гьакъобил",,,,,,,,,,,,,,,,,,"zilo"
"352",,"352",,"ВЛАГАЛИЩЕ","VAGINA","sg",,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"352",,"352",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"353",,"353",,"ПЛАЦЕНТА","PLACENTA","sg",,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"353",,"353",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"354",,"354",,"ПУПОВИНА","UMBILICAL CORD","sg",,,,"ц1унно",,,,,,,,,,,,,,,,,,"zilo"
"354",,"354",,,,"pl","aux",,,"ц1уннобил",,,,,,,,,,,,,,,,,,"zilo"
"355",,"355",,"ЯИЧКИ МУЖСКИЕ","TESTICLES","sg",,,,"ъуръул",,,,,,,,,,,,,,,,,"<strong>sg. or pl.? difference?</strong>","zilo"
"355",,"355",,,,"pl","aux",,,"ъуръулол",,,,,,,,,,,,,,,,,,"zilo"
"356",,"356",,"ЧЛЕН МУЖСКОЙ","PENIS","sg",,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"356",,"356",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"357",,"357",,"СПЕРМА","SPERM",,,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"358",,"358",,"ДЫШАТЬ","BREATHE",,,,,"гьухьал кьанни",,,,,,,,,,,,,,,,,,"zilo"
"359",,"359",,"ЗЕВАТЬ","YAWN",,,,,"гьак1к1амалло",,,,,,,,,,,,,,,,,,"zilo"
"360",,"360",,"КАШЛЯТЬ","COUGH",,,,,"ух1уди",,,,,,,,,,,,,,,,,,"zilo"
"361",,"361",,"ЧИХАТЬ","SNEEZE",,,,,"гьебчила",,,,,,,,,,,,,,,,,,"zilo"
"362",,"362",,"ПОТЕТЬ","PERSPIRE",,,,,"гьовкъо",,,,,,,,,,,,,,,,,,"zilo"
"363",,"363",,"ПОТ","SWEAT",,,,,"микъи",,,,,,,,,,,,,,,,,,"zilo"
"364",,"364",,"ПЛЕВАТЬ","SPIT",,,,,"туди",,,,,,,,,,,,,,,,,,"zilo"
"365",,"365",,"БЛЕВАТЬ","VOMIT",,,,,"к1ари",,,,,,,,,,,,,,,,,,"zilo"
"366","365","366",,"ОТРЫГИВАТЬ","BELCH",,,"opt",,"к1ари",,,,,,,,,,,,,,,,,,"zilo"
"367",,"367",,"КУСАТЬ","BITE",,,,,"къамми",,,,,,,,,,,,,,,,,,"zilo"
"368",,"368",,"ЛИЗАТЬ","LICK",,,,,"ламми",,,,,,,,,,,,,,,,,,"zilo"
"369",,"369",,"СЛЮНА","SALIVA",,,,,"тото",,,,,,,,,,,,,,,,,,"zilo"
"370",,"370",,"СПАТЬ","SLEEP",,,,,"л1ихонни",,,,,,,,,,,,,,,,,,"zilo"
"371",,"371",,"ХРАПЕТЬ","SNORE",,,,,"хомми",,,,,,,,,,,,,,,,,,"zilo"
"372",,"372",,"СНОВИДЕНИЕ","DREAM","sg",,,,"мокьи",,,,,,,,,,,,,,,,,,"zilo"
"372",,"372",,,,"pl","aux",,,"мокьалол",,,,,,,,,,,,,,,,,,"zilo"
"373",,"373",,"ПРОСЫПАТЬСЯ","WAKE UP",,,,,"мокьи танни",,,,,,,,,,,,,,,,,,"zilo"
"374",,"374",,"ОСВОБОДИТЬСЯ ОТ ГАЗОВ","BREAK WIND",,,,,"кьуди",,,,,,,,,,,,,,,,,,"zilo"
"375",,"375",,"МОЧИТЬСЯ","URINATE",,,,,"гьинккушери",,,,,,,,,,,,,,,,,,"zilo"
"376",,"376",,"ИСПРАЖНЯТЬСЯ","DEFECATE",,,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"377",,"377",,"СОВОКУПЛЯТЬСЯ","COPULATE",,,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"378",,"378",,"ДРОЖАТЬ (ОТ ХОЛОДА)","SHIVER (FROM COLD)",,,,,"ч1ирч1иди",,,,,,,,,,,,,,,,,,"zilo"
"379",,"379",,"ВЗДРАГИВАТЬ","SHUDDER",,,,,"ири",,,,,,,,,,,,,,,,,,"zilo"
"380",,"380",,"МЫТЬСЯ","BATHE",,,,,"арчо",,,,,,,,,,,,,,,,,,"zilo"
"381",,"381",,"РОЖАТЬ","GIVE BIRTH",,,,,"моч1и джиди",,,,,,,,,,,,,,,,,,"zilo"
"382",,"382",,"РОЖДАТЬСЯ","BE BORN",,,,,"вужун",,,,,,,,,,,,,,,,,"<strong>gender variants?</strong>","zilo"
"382",,"382",,,,,,,,"йижун",,,,,,,,,,,,,,,,,,"zilo"
"383",,"383",,"БЕРЕМЕННАЯ","PREGNANT",,,,,"гьанъо",,,,,,,,,,,,,,,,,,"zilo"
"384",,"384",,"ЖИТЬ, СУЩЕСТВОВАТЬ","LIVE, EXIST",,,,,"рухи",,,,,,,,,,,,,,,,,,"zilo"
"385",,"385",,"ЖИВОЙ","ALIVE",,,,,"ч1аго",,,,,,,,,,,,,,,,,,"zilo"
"386",,"386",,"УМИРАТЬ","DIE",,,,,"вуч1о",,,,,,,,,,,,,,,,,"<strong>gender variants?</strong>","zilo"
"386",,"386",,,,,,,,"йич1о",,,,,,,,,,,,,,,,,,"zilo"
"387",,"387",,"МЕРТВЫЙ","DEAD",,,,,"вуч1об",,,,,,,,,,,,,,,,,,"zilo"
"388",,"388",,"УБИВАТЬ","KILL",,,,,"ч1ч1аби",,,,,,,,,,,,,,,,,,"zilo"
"389",,"389",,"ТРУП (ЧЕЛОВЕКА)","CORPSE (OF HUMAN)","sg",,,,"джаназа",,,,,,,,,,,,,,,,,,"zilo"
"389",,"389",,,,"pl","aux",,,"джаназобил",,,,,,,,,,,,,,,,,,"zilo"
"390",,"390",,"ТУША (ЖИВОТНОГО)","CARCASS (OF ANIMAL)","sg",,,,"балкан",,,,,,,,,,,,,,,,,,"zilo"
"390",,"390",,,,"pl","aux",,,"балканол",,,,,,,,,,,,,,,,,,"zilo"
"391",,"391",,"ХОРОНИТЬ","BURY (THE DEAD)",,,,,"вуколъи",,,,,,,,,,,,,,,,,"<strong>gender variants?</strong>","zilo"
"391",,"391",,,,,,,,"йиколъи",,,,,,,,,,,,,,,,,,"zilo"
"392",,"392",,"САВАН","SHROUD","sg",,,,"мусру",,,,,,,,,,,,,,,,,,"zilo"
"392",,"392",,,,"pl","aux",,,"мусродул",,,,,,,,,,,,,,,,,,"zilo"
"393",,"393",,"МОГИЛА","GRAVE","sg",,,,"шу",,,,,,,,,,,,,,,,,,"zilo"
"393",,"393",,,,"pl","aux",,,"шулибол",,,,,,,,,,,,,,,,,,"zilo"
"394",,"394",,"МОГИЛЬНЫЙ КАМЕНЬ","TOMBSTONE","sg",,,,"къуну",,,,,,,,,,,,,,,,,,"zilo"
"394",,"394",,,,"pl","aux",,,"къунибол",,,,,,,,,,,,,,,,,,"zilo"
"395",,"395",,"СИЛЬНЫЙ","STRONG",,,,,"къуватул1и",,,,,,,,,,,,,,,,,,"zilo"
"396",,"396",,"ЗДОРОВЫЙ","HEALTHY",,,,,"сагъи",,,,,,,,,,,,,,,,,,"zilo"
"397",,"397",,"БОЛЬНОЙ","SICK",,,,,"рукъудосси",,,,,,,,,,,,,,,,,,"zilo"
